876:98,172,191,69,483,64,204,194,357,479
442:183,79,204,22,168,173,210,69,50,202
184:174,204,69,176,56,191,79,195,479,12
557:174,98,172,79,56,195,183,64,204,181
913:174,172,79,69,210,181,423,483,196,496
90:172,204,195,64,183,69,176,22,191,180
481:174,172,98,195,69,173,64,79,318,168
627:174,98,172,96,56,204,69,79,423,173
204:98,64,100,174,483,56,197,479,357,69
729:313,328,258,315,307,294,288,332,310,326
10:172,176,56,204,318,96,79,89,50,22
790:195,176,79,204,96,210,69,173,64,89
577:172,195,210,56,64,22,196,89,234,132
812:333,322,313,258,294,307,323,271,742,879
435:204,50,318,12,28,423,191,216,234,483
737:98,174,56,172,318,168,191,180,238,195
693:172,56,176,64,318,204,183,69,89,22
567:98,174,195,172,23,180,12,168,79,64
828:100,23,285,238,509,134,170,12,474,47
786:174,69,79,96,50,64,22,56,168,181
276:210,168,191,483,216,132,228,127,134,97
419:98,172,204,318,56,64,483,191,479,168
133:313,316,302,286,333,347,307,300,328,288
244:174,98,204,28,79,210,56,195,181,423
500:174,172,176,64,204,191,79,12,195,318
358:191,98,174,479,180,483,64,185,134,496
851:195,98,56,183,96,79,210,69,181,318
123:174,180,23,64,480,479,318,132,474,56
421:195,204,64,210,181,22,173,69,318,168
389:79,195,183,210,96,173,22,318,12,479
755:313,328,272,333,315,307,100,288,294,50
268:98,204,56,210,79,22,69,64,318,202
741:174,79,64,318,210,173,183,195,96,28
620:204,79,69,195,210,22,96,176,318,64
496:195,204,176,79,183,173,64,12,22,210
351:272,315,333,258,302,316,690,331,322,301
570:270,307,346,262,340,347,751,302,331,272
726:121,237,181,117,204,742,100,125,111,174
345:96,195,22,168,176,183,28,423,196,202
894:98,174,50,64,483,197,12,191,56,480
643:98,204,183,181,22,89,64,69,318,202
85:98,183,79,195,210,22,56,173,176,196
932:50,79,56,173,64,181,69,202,22,12
834:174,98,172,1,56,222,121,204,64,79
190:237,100,181,258,121,50,742,174,98,1
513:174,172,204,79,1,195,96,22,98,173
329:174,172,64,56,318,204,191,176,195,173
846:174,195,204,79,56,191,180,496,132,357
410:302,310,750,347,286,258,333,307,328,751
734:174,69,79,64,210,195,22,196,173,132
346:98,69,176,173,183,28,202,89,191,483
622:204,79,210,318,423,191,28,483,196,234
33:333,307,294,748,332,326,322,302,742,751
815:96,69,210,79,318,181,64,56,22,168
261:328,742,307,748,237,121,125,313,258,323
581:98,181,174,12,56,64,172,124,1,318
883:98,204,183,56,22,181,69,168,191,483
396:125,405,222,15,1,181,147,204,385,257
359:172,174,100,98,195,222,96,173,56,176
893:174,204,195,181,79,98,22,210,64,28
777:98,174,69,318,172,191,64,204,12,197
675:197,170,98,483,479,191,100,302,134,14
522:174,191,98,474,64,197,89,483,134,172
407:204,96,79,318,22,173,64,181,12,28
518:117,181,100,7,15,282,204,50,174,257
162:50,204,172,98,96,210,195,69,22,100
199:100,124,275,127,137,7,12,98,56,302
320:98,50,69,168,181,64,12,144,202,318
417:174,172,176,204,96,79,318,69,210,22
9:100,174,98,12,483,480,127,172,134,9
826:204,96,50,79,98,176,69,56,202,173
902:174,195,204,98,96,173,183,181,22,64
661:98,176,22,173,56,64,202,28,423,12
477:204,121,742,202,125,692,216,117,70,1
773:174,56,69,204,79,183,173,195,12,176
680:174,100,181,172,98,96,204,12,173,127
809:316,258,269,333,100,288,328,307,310,268
825:172,204,79,96,1,56,183,173,210,22
175:98,174,204,69,176,318,79,423,195,22
752:313,272,315,316,333,258,286,268,300,310
169:174,479,98,183,204,132,69,185,483,197
206:272,300,316,286,307,328,50,100,181,294
592:174,172,56,210,181,202,496,474,144,182
334:172,64,195,69,79,56,176,89,96,210
545:195,98,210,22,173,64,89,56,318,191
119:172,195,98,79,50,69,173,318,176,12
222:98,195,96,79,56,202,173,89,191,82
610:174,172,79,195,64,69,204,56,89,191
707:98,174,204,479,64,132,197,496,69,12
105:315,258,100,333,340,316,300,268,127,50
762:100,12,269,258,9,127,98,313,275,50
535:172,98,204,191,69,56,195,64,22,79
524:98,172,204,195,176,64,22,183,483,210
234:174,172,204,79,56,12,195,180,185,196
461:302,286,100,272,269,275,124,315,318,258
767:174,98,195,176,79,69,64,50,318,204
294:174,98,1,172,56,204,79,195,96,12
23:98,50,204,96,176,210,183,168,318,22
306:100,124,14,9,475,276,137,116,127,50
689:174,172,222,237,1,96,742,100,204,98
717:100,181,50,121,742,1,174,98,56,405
363:204,96,98,183,22,79,56,69,64,202
655:174,176,56,195,318,12,204,483,496,69
55:172,195,98,96,204,210,176,183,173,64
820:313,258,272,269,316,315,271,300,307,286
286:98,204,79,168,69,22,181,56,318,64
253:174,172,195,204,176,69,56,181,191,423
157:181,98,7,237,174,475,56,12,172,275
718:237,117,125,181,1,204,385,568,50,96
864:96,181,89,202,185,100,180,97,385,479
68:100,98,174,172,1,204,7,79,56,318
147:313,315,272,242,340,311,347,303,100,258
768:181,50,174,98,742,7,204,172,64,79
208:204,211,174,191,196,69,435,496,172,732
94:69,176,195,210,96,181,89,202,496,357
311:69,318,89,144,185,100,427,474,95,182
466:204,79,98,183,56,173,69,64,168,89
658:174,172,181,79,64,12,195,204,191,183
212:191,98,197,174,64,483,479,180,69,196
128:174,172,69,318,195,202,22,196,56,96
370:174,79,56,96,204,89,173,69,318,168
782:315,333,302,50,181,237,117,100,742,294
879:100,174,172,117,204,121,98,742,64,7
446:302,316,313,272,307,340,286,303,305,262
188:172,183,195,22,56,96,181,28,12,202
553:172,318,64,204,195,79,496,56,50,180
450:98,210,173,168,196,483,234,385,134,82
61:313,272,328,750,302,316,315,307,288,748
127:181,227,195,172,174,385,22,176,204,210
425:174,195,176,183,210,173,69,12,22,318
635:313,268,272,258,100,286,315,301,50,340
816:328,333,258,307,748,678,332,331,879,742
431:258,313,333,742,307,117,302,237,323,332
14:98,79,176,183,22,64,69,89,318,144
117:195,204,98,79,176,22,210,64,69,183
486:100,98,174,127,172,117,56,12,222,204
93:237,100,111,151,9,25,50,318,204,588
624:98,174,172,1,56,117,12,9,64,276
201:174,98,195,69,56,64,22,210,173,89
849:204,98,172,96,195,79,210,22,181,385
137:204,176,98,22,173,69,144,56,202,1
240:315,333,258,316,300,100,268,328,310,288
40:340,286,302,316,306,297,272,269,262,345
215:176,204,69,79,96,318,22,173,56,181
438:181,117,742,174,204,125,222,257,98,172
904:204,88,69,742,318,143,70,732,121,216
562:172,204,64,183,318,176,191,195,69,496
379:195,210,318,22,50,173,423,181,196,483
183:172,195,174,204,176,79,22,69,210,183
924:174,98,204,176,79,56,69,183,181,22
558:14,9,283,276,127,475,238,191,7,302
2:50,127,9,181,475,98,7,124,318,117
507:117,121,222,237,172,742,174,1,272,96
744:98,191,12,197,56,185,100,64,480,172
801:258,328,272,307,315,316,286,332,269,742
49:174,172,89,238,173,195,176,204,183,64
854:174,172,204,183,195,22,96,496,176,181
13:174,98,176,195,210,79,64,96,318,56
574:313,315,340,269,347,286,307,333,750,328
722:237,742,181,1,50,258,174,204,98,222
341:872,682,260,333,326,307,329,332,271,984
795:172,204,195,98,176,56,96,79,183,173
898:315,302,307,751,333,258,288,300,286,269
150:100,50,7,276,150,56,172,98,508,174
936:181,98,174,172,56,64,318,12,204,79
838:195,98,79,181,64,176,173,318,183,202
940:98,195,79,210,183,168,318,69,64,181
271:195,96,56,176,423,183,168,483,89,185
517:172,174,1,100,237,98,79,204,210,121
842:302,315,316,307,286,340,271,347,258,346
130:172,96,56,318,173,168,191,82,216,496
920:272,315,288,300,316,286,307,328,269,271
897:195,183,56,64,50,318,202,173,196,12
37:98,176,204,69,50,64,173,12,181,144
82:98,172,204,64,479,22,483,196,79,56
569:50,181,98,121,174,117,127,318,12,204
384:300,315,307,316,288,269,50,294,100,326
448:346,316,313,347,315,272,327,286,268,887
324:100,237,181,98,7,174,56,172,117,742
413:127,98,174,1,172,7,204,318,117,64
731:318,98,174,423,196,191,496,172,79,479
356:302,328,300,310,750,288,751,286,269,326
887:174,98,79,183,173,64,56,28,423,89
74:50,98,181,174,1,318,127,64,117,204
725:237,50,313,7,181,127,98,318,302,117
917:282,111,117,100,248,742,9,284,125,276
749:56,318,64,28,144,12,479,357,385,474
671:204,176,79,56,183,173,64,69,168,202
833:174,98,176,172,64,79,204,318,22,69
403:50,117,174,121,98,172,7,742,204,79
195:174,98,172,318,64,204,50,12,183,69
17:100,50,12,181,98,276,237,174,56,173
393:174,98,69,195,210,423,50,56,202,176
538:96,204,64,318,210,50,89,173,168,28
906:237,7,1,742,124,9,275,127,50,475
149:272,315,100,316,347,258,333,285,12,127
383:98,23,174,191,318,64,185,211,199,187
165:172,98,50,204,195,69,210,79,173,22
596:258,181,237,333,100,1,742,302,174,172
628:313,328,307,286,333,272,269,316,331,748
603:174,98,195,96,176,79,210,183,64,204
584:174,195,204,176,22,202,28,96,183,181
604:98,56,174,12,64,185,79,200,238,183
666:174,172,195,479,69,474,79,204,197,168
531:328,307,272,258,310,333,315,316,322,326
230:174,183,195,210,318,96,56,181,173,12
472:172,98,204,69,210,89,168,144,483,357
525:117,50,742,222,1,100,204,174,7,172
171:272,316,286,340,333,307,288,100,346,300
678:181,100,174,98,237,172,117,204,79,69
79:50,98,9,181,237,127,318,56,475,174
404:315,333,174,742,50,302,181,204,288,237
8:96,98,204,79,173,202,64,168,69,12
771:174,204,98,210,79,195,318,22,423,64
330:69,195,79,183,50,96,176,56,181,173
549:181,98,174,1,172,117,222,7,121,79
39:272,300,286,315,50,328,316,100,181,237
703:1,174,172,98,204,117,121,7,96,258
901:79,98,176,183,202,173,64,56,318,385
70:174,204,98,195,22,176,183,173,64,318
290:204,69,195,79,64,96,173,89,168,56
51:174,172,204,98,195,96,168,22,79,181
100:313,333,286,307,310,346,288,271,301,340
237:180,480,174,483,134,318,496,183,204,185
916:204,79,195,50,183,96,176,168,191,28
301:22,183,173,423,89,191,132,385,234,185
885:172,69,96,22,98,202,64,176,168,196
257:98,318,127,174,172,64,204,170,124,191
714:121,237,222,742,174,172,1,96,204,195
339:174,172,50,204,195,69,318,89,96,185
143:315,258,300,332,302,316,294,310,751,270
540:174,98,1,127,172,237,56,204,318,117
227:275,9,181,98,1,237,174,56,12,238
454:172,98,69,56,181,173,176,183,196,202
778:172,96,210,176,79,69,98,173,183,56
283:174,172,98,69,195,79,96,191,176,318
315:174,172,64,195,183,173,69,96,89,182
462:258,333,174,318,237,204,69,98,64,181
934:98,210,176,183,79,50,22,173,64,318
24:174,172,64,204,195,183,96,50,22,357
113:181,100,237,1,7,174,172,98,313,742
228:98,318,174,204,79,64,191,197,12,172
374:98,172,195,96,210,22,202,318,423,56
875:174,79,89,96,204,69,483,168,210,318
491:7,56,98,127,23,318,64,182,174,50
506:98,96,22,173,64,202,318,181,483,144
58:183,96,204,89,79,173,181,318,22,210
366:218,183,234,98,176,47,195,403,79,182
636:237,181,1,7,50,98,174,117,204,127
211:98,69,174,172,79,64,28,318,204,191
829:50,98,174,181,127,7,172,191,64,204
859:237,100,508,276,181,7,150,742,93,1
308:98,176,79,50,22,69,173,12,181,496
18:172,69,64,204,483,195,191,173,183,210
653:172,98,195,173,168,183,176,423,12,202
798:172,69,195,98,181,79,96,22,318,64
65:174,172,204,69,79,191,183,28,216,483
861:509,14,792,197,190,582,479,707,191,134
554:195,210,64,96,176,173,183,168,191,196
929:174,64,79,183,69,176,96,204,210,191
369:50,174,176,173,89,98,168,96,204,195
788:174,172,56,195,204,22,191,96,234,496
482:181,300,258,1,237,117,121,172,222,174
453:195,204,56,96,64,79,176,50,173,183
288:98,172,69,204,183,64,191,79,496,195
205:313,272,315,302,328,258,307,301,286,269
97:176,96,210,64,22,56,181,173,318,196
494:172,50,318,79,69,183,173,195,56,168
811:313,328,272,333,300,302,288,326,310,748
791:258,313,100,286,174,172,98,127,1,237
434:742,237,117,15,405,204,181,282,71,222
692:174,69,210,172,50,98,181,64,168,318
785:172,98,96,204,176,210,64,173,181,12
566:174,172,183,204,195,318,79,176,96,22
700:172,98,204,79,64,22,69,210,195,96
187:174,204,172,98,318,69,79,195,196,194
45:237,174,172,117,204,98,222,7,69,96
733:285,475,9,7,137,127,12,129,50,248
134:300,328,181,237,50,117,333,742,222,121
418:313,302,258,272,271,286,268,328,315,300
503:204,195,96,22,64,56,173,89,28,202
808:272,258,307,315,288,328,316,286,269,271
245:174,172,1,121,117,237,204,257,210,96
62:195,204,79,176,64,202,423,357,28,196
426:479,98,174,180,496,318,211,64,172,498
850:195,98,64,423,176,56,183,191,196,216
122:69,174,98,64,172,318,204,196,183,79
259:174,98,183,195,50,204,56,64,96,89
824:246,340,270,475,288,271,272,333,332,307
269:174,172,180,12,69,183,357,480,204,496
740:313,258,286,269,328,272,333,268,301,50
275:174,172,195,204,183,79,173,96,69,64
621:174,204,98,195,210,69,176,22,64,56
202:174,176,172,183,79,144,98,168,89,204
721:98,79,210,423,191,195,96,173,202,56
571:172,98,483,479,50,318,132,204,191,12
344:172,195,69,96,318,56,181,22,168,423
640:172,98,79,56,69,176,183,144,89,191
1:204,69,56,173,181,168,318,12,423,483
756:174,172,195,204,79,98,173,22,202,385
912:174,98,204,172,69,191,196,79,185,480
388:117,50,181,174,204,100,98,7,282,222
510:328,333,300,258,332,307,322,331,294,748
191:272,302,269,347,307,346,750,258,333,268
328:174,195,204,64,50,210,173,28,191,168
923:172,1,204,98,117,7,56,195,127,79
847:195,176,210,79,69,22,168,64,89,56
589:333,315,258,307,748,326,316,302,322,323
735:100,98,174,172,7,56,318,12,64,204
352:204,210,64,22,89,173,69,168,318,202
509:174,181,172,98,12,56,127,100,479,195
387:195,204,176,69,181,183,64,96,318,12
262:174,172,204,12,195,79,183,173,176,423
837:237,50,1,100,318,9,204,181,15,22
933:98,172,176,79,204,96,168,191,210,173
580:742,174,117,1,172,222,237,204,7,96
884:191,98,197,318,483,238,124,12,170,134
32:100,172,174,98,1,56,96,127,258,475
397:98,195,64,204,79,69,176,50,89,180
892:195,204,50,176,210,28,173,197,185,427
428:258,328,333,286,347,100,346,748,271,237
161:174,318,172,204,64,79,28,183,56,357
196:204,191,208,69,202,174,318,4,173,132
519:302,307,271,272,333,331,316,315,328,258
323:174,195,204,56,79,183,12,69,176,318
497:204,98,183,69,64,89,318,28,423,385
416:172,79,183,64,483,89,144,216,180,95
732:313,328,302,307,310,258,748,272,333,322
905:475,12,9,56,276,127,50,237,98,174
662:9,124,276,475,127,137,14,237,7,50
476:174,204,172,195,173,69,186,176,98,96
521:174,172,98,50,210,183,64,69,144,89
674:237,174,204,172,100,98,222,257,96,79
911:98,195,183,210,69,483,79,96,64,196
88:315,313,302,312,272,307,310,750,328,292
390:50,237,127,98,174,318,7,172,204,64
176:181,1,475,98,56,237,172,174,127,96
168:237,50,222,204,174,172,7,96,98,79
593:195,210,96,22,64,176,79,56,191,28
613:98,174,172,183,318,204,483,168,479,56
223:174,204,172,423,98,64,50,79,196,181
776:172,56,64,183,195,176,204,173,12,180
536:96,64,176,183,173,56,202,168,196,89
104:50,237,127,7,174,12,204,98,1,258
233:98,172,28,79,64,195,22,183,210,176
471:204,588,28,174,71,423,202,496,143,79
297:172,195,204,79,96,69,64,318,168,22
766:174,98,172,204,64,483,176,197,56,423
305:174,98,89,195,64,56,204,69,79,191
686:195,69,210,96,176,22,183,168,191,483
697:100,174,172,98,117,204,96,64,56,742
710:98,172,195,183,69,176,22,96,173,191
7:172,176,210,89,168,181,202,357,134,474
335:313,328,307,333,258,302,272,270,748,316
362:328,272,315,288,316,307,286,271,50,269
774:174,172,195,89,191,204,79,64,56,210
928:174,64,318,50,12,56,204,483,79,69
287:174,172,12,79,181,204,50,195,69,318
20:204,172,195,69,79,96,385,202,50,28
27:50,181,1,127,98,237,7,742,117,174
77:174,172,12,96,191,64,79,483,180,210
719:174,204,496,172,28,423,196,191,132,12
865:12,56,50,174,172,173,176,238,175,1
224:204,423,64,174,172,98,22,216,143,79
146:316,286,340,333,307,347,300,100,328,288
54:181,174,7,98,172,204,56,222,79,12
871:174,98,204,176,181,183,69,64,12,168
818:272,315,333,300,307,269,340,286,268,100
312:174,79,210,64,318,56,423,173,22,202
248:174,98,195,204,56,79,12,183,173,210
467:7,50,181,127,12,508,56,98,11,237
761:181,1,100,742,174,121,98,172,204,195
69:174,79,64,204,195,318,96,176,173,100
638:195,176,98,79,173,22,69,56,64,202
154:98,183,195,56,64,474,483,180,318,168
252:100,127,237,50,98,285,56,1,508,318
878:174,204,69,64,483,318,191,173,79,357
447:172,195,176,79,64,210,318,173,89,168
550:121,742,50,117,237,258,1,204,96,172
365:100,237,50,181,475,318,7,313,9,25
457:50,69,89,496,357,82,23,265,187,97
775:313,315,302,347,328,346,316,340,333,271
209:100,181,7,172,174,127,275,98,124,9
126:272,333,347,307,269,286,310,100,294,50
349:508,742,100,237,117,7,9,121,1,204
66:117,282,121,100,50,7,405,1,181,125
862:174,204,56,89,318,28,423,191,496,144
114:174,89,56,191,64,12,168,180,185,96
430:174,172,181,79,204,183,69,191,195,176
696:100,191,98,12,318,479,64,174,127,194
781:174,98,79,96,56,183,168,176,69,191
371:172,195,318,96,56,28,173,168,196,191
279:172,204,96,98,176,56,183,79,22,181
625:98,204,79,183,210,173,168,56,89,22
92:195,98,79,22,173,12,318,202,28,423
498:174,56,176,172,483,134,195,479,185,135
138:174,64,172,79,183,180,23,474,191,134
241:272,302,258,315,328,333,316,288,269,100
214:172,183,204,79,176,22,96,69,168,357
41:174,172,204,64,168,79,12,183,176,89
632:210,79,176,50,56,28,12,196,89,496
561:172,195,64,79,318,191,474,204,96,50
769:121,237,181,117,405,50,742,257,125,15
440:170,509,479,190,275,14,83,707,582,134
182:204,174,50,28,98,96,22,318,195,64
559:98,172,204,195,79,64,22,56,357,96
487:174,172,79,318,202,50,168,89,181,234
802:174,98,176,185,12,56,195,89,172,50
853:313,258,328,307,271,332,326,748,294,272
423:7,12,50,127,98,64,286,117,475,181
647:204,172,98,69,195,210,64,318,176,28
796:98,210,79,50,28,483,196,234,82,216
575:174,98,172,195,204,64,56,183,69,12
12:98,210,79,176,22,64,423,173,202,181
340:172,174,69,28,79,98,210,202,318,64
644:181,742,1,174,222,7,204,172,118,98
691:174,172,318,183,12,204,195,483,173,176
488:174,172,204,195,79,96,12,202,423,196
937:100,137,127,276,7,98,475,1,318,191
514:174,204,183,56,64,181,423,168,202,144
270:174,172,204,195,96,12,69,210,64,89
814:183,56,185,12,79,64,174,176,195,234
927:174,172,69,79,22,202,423,98,173,181
843:183,172,98,96,56,168,50,173,204,79
131:275,9,137,475,50,237,318,12,7,98
246:174,204,56,79,64,195,210,183,176,96
99:174,98,195,96,181,318,176,12,28,183
896:204,56,69,181,12,202,423,196,483,28
36:313,300,328,272,258,332,326,315,302,751
568:98,134,197,480,191,174,603,496,180,185
869:100,50,1,181,98,174,64,79,12,475
266:127,318,98,124,276,50,237,302,475,7
449:197,98,191,14,238,483,318,64,12,23
743:50,286,124,258,313,7,269,181,127,12
412:98,204,69,210,79,64,168,96,89,22
736:100,50,298,475,98,181,7,276,508,273
770:181,50,237,1,121,117,98,174,56,172
888:98,318,204,174,197,216,238,64,483,172
357:121,742,181,50,7,15,100,204,174,172
83:174,69,172,98,210,318,202,50,96,195
724:313,307,300,272,288,315,302,271,316,748
347:174,98,22,176,64,183,173,168,318,202
670:172,204,176,89,183,134,132,98,496,197
930:204,237,100,174,98,50,181,172,318,1
832:333,272,328,258,315,300,302,332,331,288
745:174,56,318,172,50,195,191,79,204,183
192:181,98,174,56,172,1,12,64,318,237
327:172,98,183,96,69,50,64,210,56,79
844:204,98,195,79,96,173,64,56,176,28
31:654,23,479,474,180,134,197,480,211,483
394:174,98,183,22,50,64,28,423,318,191
909:462,165,213,285,509,137,197,283,70,124
539:98,191,318,496,174,204,172,64,216,211
382:98,180,174,64,483,134,318,191,479,12
597:117,1,121,222,237,204,172,258,174,173
64:174,204,56,210,89,173,12,202,483,357
587:272,302,328,307,315,748,294,326,340,751
881:98,172,204,96,69,56,210,89,318,12
607:134,197,191,479,98,480,199,174,23,132
475:181,98,172,174,272,302,318,313,191,64
172:203,654,238,191,663,528,479,180,504,183
677:121,181,100,1,222,50,258,11,56,174
75:174,7,98,181,50,172,204,237,79,12
405:174,172,204,69,64,195,183,96,176,50
78:742,100,121,181,1,222,204,50,117,7
164:50,237,121,1,118,174,7,282,100,204
331:12,98,174,318,56,64,191,183,238,474
617:98,176,180,174,474,23,12,479,56,191
422:174,172,56,1,318,64,12,79,7,183
3:315,327,750,307,272,316,313,302,271,879
702:229,228,195,385,181,172,174,50,95,22
38:204,174,172,79,196,98,318,588,202,195
532:174,172,69,56,64,50,176,210,173,423
900:479,174,134,191,98,23,64,197,12,180
667:174,64,69,191,197,172,204,56,423,79
293:98,204,195,79,318,96,89,69,210,181
765:285,100,9,124,462,197,318,276,509,483
682:174,204,183,56,50,69,64,173,89,28
103:195,174,172,204,79,1,22,69,181,50
668:174,172,181,100,204,313,98,258,79,56
50:93,246,410,150,13,7,129,276,293,919
236:174,204,172,79,132,183,496,196,357,12
594:98,318,127,64,191,50,174,197,9,69
73:98,174,172,176,191,483,134,195,182,79
602:50,174,742,100,172,222,204,98,96,79
158:96,98,79,183,181,69,89,64,12,318
256:174,172,176,204,183,56,22,64,69,173
715:174,172,56,183,210,69,173,22,318,423
336:174,172,98,195,173,69,79,181,96,64
543:172,176,204,22,318,210,180,173,168,483
220:302,313,269,258,333,100,272,307,300,315
142:174,172,98,168,195,204,56,12,173,183
709:204,79,64,50,89,12,173,202,168,423
280:174,98,172,204,195,64,28,176,191,183
779:172,174,204,237,121,96,98,22,69,173
316:318,174,496,357,134,479,172,56,204,69
265:121,117,181,50,222,7,204,282,174,15
463:50,181,98,1,174,9,12,318,64,172
219:191,483,153,479,238,12,69,174,64,423
300:328,333,748,294,307,258,597,293,313,1277
57:174,172,98,69,96,210,22,56,195,1
375:195,174,79,96,98,204,89,12,69,185
874:100,197,23,134,12,98,318,9,187,483
759:237,174,172,204,257,7,100,98,96,195
361:174,172,195,64,56,69,96,173,89,191
914:732,88,660,196,155,699,216,739,747,69
210:172,183,173,22,64,318,191,423,89,12
858:100,50,98,302,276,318,275,12,483,258
943:204,96,56,176,318,168,183,423,89,202
251:174,98,204,50,195,69,176,318,181,96
151:98,79,195,22,96,56,176,183,423,191
799:98,174,172,181,318,100,12,56,483,64
866:272,316,302,750,286,269,303,340,313,262
110:174,204,172,98,195,210,318,265,202,176
145:172,183,204,210,69,318,168,144,191,483
618:172,204,195,183,96,318,210,173,89,202
368:174,98,172,195,79,96,12,204,168,7
483:172,174,204,195,98,176,22,210,79,222
452:204,210,195,318,56,96,183,176,28,12
493:174,172,195,183,64,50,12,28,202,423
468:79,69,210,176,181,183,22,168,89,202
96:172,204,12,210,22,69,173,191,168,144
548:174,176,172,64,79,195,89,96,204,127
437:174,64,69,79,191,183,56,176,210,474
695:313,333,271,327,258,331,346,272,269,301
565:170,213,529,509,197,479,792,511,709,134
649:172,117,174,121,222,204,237,96,100,742
16:176,204,210,50,89,173,28,191,181,483
784:316,328,333,750,300,310,286,326,347,340
444:181,98,258,127,237,174,318,302,286,1
186:174,195,204,96,210,22,172,176,69,183
555:174,172,98,96,204,56,12,176,1,173
135:174,79,195,89,172,64,96,204,69,168
242:286,100,1,258,50,9,83,318,15,285
502:300,258,271,742,294,307,326,272,332,751
806:172,195,183,204,79,64,173,69,181,210
46:50,98,258,174,1,302,12,56,172,204
121:174,50,64,56,79,204,69,483,191,127
427:313,333,307,258,272,879,326,315,269,288
63:275,7,127,181,124,475,1,237,9,98
258:328,258,302,272,307,315,333,288,237,326
810:307,258,300,302,272,332,315,322,748,271
747:96,22,89,173,28,191,196,197,144,216
484:22,64,168,28,12,191,144,216,196,228
459:204,79,195,210,56,96,100,64,173,176
274:174,172,204,181,64,79,56,28,191,12
203:7,1,172,174,100,237,204,121,96,173
318:174,172,98,69,318,483,191,79,195,28
