338:481,482,190,357,114,478,414,606,509,70
541:969,1,419,132,294,393,423,125,71,496
367:559,271,895,325,307,343,288,176,39,928
582:288,273,1012,410,150,255,258,276,127,302
455:9,318,174,234,258,194,237,183,22,210
282:302,558,346,307,301,313,272,315,895,345
600:177,229,228,566,431,194,233,554,265,144
314:125,15,747,451,781,232,959,660,140,508
465:174,482,172,168,435,173,181,153,514,210
860:302,316,301,272,269,315,116,319,345,275
112:311,690,301,268,242,313,344,292,327,304
432:1,273,100,117,121,333,147,257,123,298
698:491,181,748,211,520,174,480,615,484,183
19:302,50,286,269,455,181,127,100,173,12
377:302,258,50,181,98,318,96,288,173,347
659:490,604,610,478,505,602,519,504,448,510
59:234,194,185,238,603,421,164,646,216,191
495:928,5,427,568,69,215,164,443,68,183
637:300,258,222,286,294,322,471,111,117,313
43:50,283,255,304,1,66,210,22,451,204
216:11,12,959,318,268,475,127,23,258,273
309:292,328,289,303,887,270,751,358,306,690
941:50,250,121,222,24,1,748,290,248,151
124:174,181,434,175,229,211,210,186,89,188
153:50,98,22,174,79,195,210,96,11,318
876:127,50,100,357,237,515,9,1,194,197
442:42,182,92,4,168,184,210,1012,68,33
184:499,23,191,246,213,306,268,134,8,269
557:258,303,515,346,64,98,690,1025,879,1194
913:172,48,588,174,153,210,194,100,483,313
90:489,86,487,300,216,603,514,1119,213,1226
481:274,515,1,222,520,174,483,478,511,136
627:431,203,79,98,227,182,31,939,77,76
204:306,286,311,268,269,197,221,315,57,346
729:310,326,316,751,879,328,307,895,258,330
10:357,318,673,56,632,288,523,427,514,965
790:96,402,11,451,100,173,762,95,318,588
577:118,64,405,22,214,210,356,651,102,15
812:895,322,307,323,258,538,333,315,689,272
435:156,42,50,100,431,179,70,12,101,475
737:302,168,172,48,318,180,197,238,179,50
693:200,318,655,56,238,64,508,9,182,443
567:23,730,945,960,513,511,661,1103,490,203
828:690,242,268,923,313,285,462,319,275,272
786:174,435,50,194,22,96,79,69,427,64
276:168,200,959,210,201,483,228,132,127,431
419:515,481,657,493,480,482,269,633,1,205
133:313,302,751,690,286,326,300,328,307,268
244:125,410,742,154,143,421,939,531,28,462
500:86,268,248,628,1194,218,203,778,185,741
358:306,170,57,286,197,302,165,714,736,481
851:150,195,410,841,288,508,188,181,298,316
123:302,480,357,514,124,318,23,221,127,509
421:515,127,195,199,222,7,181,273,228,210
389:318,478,191,192,132,496,357,427,648,521
755:270,313,326,292,242,347,301,272,344,307
268:210,100,98,175,55,156,520,56,79,515
741:367,318,96,483,202,203,173,86,174,79
620:418,596,294,258,827,118,220,1078,678,225
496:83,156,173,168,101,50,70,210,1,79
351:270,301,690,315,278,682,316,304,898,678
570:302,313,288,258,346,272,307,326,333,344
726:323,825,118,477,823,926,255,243,405,257
345:70,237,66,451,628,276,716,275,28,531
894:302,6,268,269,270,13,59,508,253,297
643:98,357,238,200,8,588,475,657,64,192
85:165,494,98,463,432,196,501,8,603,186
932:641,190,602,705,837,228,482,203,474,945
834:300,508,273,328,125,304,286,121,289,748
190:258,127,100,237,286,333,294,471,328,1
513:405,174,237,300,294,125,15,96,204,144
329:9,346,313,242,258,508,13,318,603,480
846:79,481,403,82,174,58,306,1203,177,419
410:347,300,304,326,311,322,292,302,340,538
734:294,133,258,1,313,432,275,8,705,304
346:227,228,31,176,98,203,258,222,11,68
622:210,1,204,222,679,121,234,257,246,778
33:307,326,689,748,332,327,895,310,270,751
815:318,168,83,64,79,95,8,419,22,210
261:879,271,877,751,304,871,288,328,258,273
581:129,221,324,285,1143,1008,124,475,408,93
883:736,228,32,194,737,242,109,175,59,168
396:595,300,222,405,281,1028,125,925,273,147
359:222,258,300,257,121,294,748,271,288,333
893:121,125,64,508,411,273,763,174,282,117
777:127,100,240,1,508,305,50,286,258,151
675:302,303,886,1137,304,896,753,340,289,321
522:474,357,175,172,174,209,197,663,195,89
407:181,173,144,96,430,222,204,748,12,429
518:15,740,282,117,1028,286,148,471,595,258
162:410,98,7,763,125,273,1016,24,11,210
199:100,302,283,124,275,340,1,116,129,319
320:118,222,273,219,1016,147,258,181,271,24
417:174,210,203,156,86,50,11,176,100,83
9:347,288,302,126,606,447,275,100,504,604
826:265,68,96,50,145,62,73,751,228,79
902:302,515,751,258,408,181,269,210,173,222
661:515,483,98,222,520,28,132,423,173,176
477:278,283,1047,716,70,694,989,731,739,866
773:558,179,1098,114,324,474,23,197,1524,90
680:121,100,181,127,124,222,237,283,168,15
809:288,258,268,307,310,347,301,333,331,127
825:300,928,288,330,257,281,471,15,1,405
175:318,423,174,98,28,132,69,70,378,22
752:1296,336,343,260,264,268,313,538,752,315
169:286,302,306,269,751,515,79,242,510,481
206:347,316,323,272,327,682,301,300,307,326
592:475,181,93,56,42,1098,182,172,7,603
334:517,1007,531,134,197,269,89,137,168,480
545:210,385,195,222,173,95,118,568,144,403
119:651,50,471,125,317,258,748,10,676,520
222:96,98,159,273,203,56,188,470,79,265
610:423,357,69,196,197,28,326,202,132,258
707:19,321,514,14,301,435,482,319,312,304
105:340,258,305,346,333,50,301,307,262,268
762:242,268,258,271,690,313,246,300,273,713
535:83,26,357,286,216,23,462,179,509,582
524:98,12,185,510,525,644,648,9,183,617
234:197,1018,175,482,485,900,428,514,180,610
461:303,344,302,346,242,292,262,305,286,1134
767:515,520,50,199,493,659,480,205,174,136
294:1,258,408,273,300,294,286,340,596,302
23:168,209,190,169,50,919,514,114,709,210
306:242,100,124,283,14,251,129,9,221,847
689:257,222,147,1,273,248,288,24,237,100
717:286,100,276,748,278,19,268,288,696,1
363:250,24,258,68,246,96,156,98,42,95
655:606,488,656,197,900,23,582,512,292,509
55:96,210,195,1,258,172,222,176,121,100
820:313,258,315,272,340,271,307,326,751,327
286:1160,246,746,425,168,748,98,269,67,86
253:300,195,313,258,265,357,181,194,367,526
157:740,222,696,129,408,275,7,268,325,237
718:322,125,926,280,245,117,294,147,748,274
864:96,403,202,181,588,100,89,88,1028,194
68:1,100,294,15,283,9,7,222,274,56
147:311,292,301,272,303,242,315,313,887,316
768:300,286,15,283,258,126,294,111,318,50
208:435,485,211,498,517,174,191,660,204,132
94:96,48,92,645,288,65,135,176,241,195
311:69,97,133,651,318,692,568,185,205,367
466:751,79,879,271,342,39,299,53,269,286
658:195,203,48,238,9,357,180,174,483,168
212:64,50,9,180,357,483,462,196,22,132
128:318,660,215,22,70,9,132,95,588,69
370:483,180,484,479,515,657,190,197,528,489
782:690,326,323,879,301,689,327,751,678,315
879:258,121,294,300,282,286,257,313,100,117
446:286,305,302,315,879,300,301,751,326,898
188:435,739,237,228,9,118,222,157,229,282
553:493,185,657,357,528,183,50,203,194,180
450:186,173,85,196,1101,483,178,317,484,732
61:323,316,895,682,288,344,914,342,689,327
127:541,687,181,926,342,751,930,257,578,121
425:195,258,751,1019,53,176,234,333,89,183
635:268,288,340,313,301,258,272,508,321,315
816:678,879,751,358,328,245,748,258,307,689
431:258,304,326,879,315,313,289,292,50,272
14:100,238,32,435,127,647,319,14,93,154
117:273,98,294,22,64,748,210,343,250,289
486:100,286,285,323,713,293,872,222,1251,257
93:220,15,740,274,111,1152,286,126,294,151
624:340,268,276,255,333,304,125,1011,283,332
201:98,56,963,185,340,343,23,1008,299,39
849:181,620,746,204,616,550,372,476,151,184
137:323,288,118,1,294,258,333,471,328,117
240:326,315,300,258,292,268,751,322,331,328
40:886,302,304,339,316,887,906,315,902,344
215:258,176,69,318,181,96,135,180,22,215
438:294,274,117,125,304,147,405,258,322,222
904:283,332,313,258,301,846,126,294,15,286
562:28,69,64,423,133,318,215,97,50,204
379:514,197,186,430,210,97,519,132,511,180
183:684,79,174,227,76,77,82,88,939,1046
924:543,962,286,357,507,435,605,528,133,432
558:221,242,13,14,165,283,9,93,1251,268
2:124,9,304,248,300,258,508,591,129,270
507:326,1025,304,289,272,358,303,307,259,347
744:100,98,9,197,357,180,509,318,64,521
801:258,332,751,328,895,340,272,327,307,315
49:558,559,634,382,93,319,179,90,421,116
854:23,127,427,480,151,181,506,521,204,211
13:523,174,96,485,193,842,191,81,902,318
574:690,345,305,315,340,321,301,313,347,311
722:276,127,326,258,237,297,279,9,405,272
341:358,682,262,329,307,332,452,899,323,874
795:154,98,50,24,56,179,100,173,403,172
898:302,751,259,258,264,301,354,346,307,269
150:100,508,276,286,340,7,285,151,9,293
936:741,323,305,270,283,250,10,257,874,508
838:173,286,181,242,189,736,79,318,269,270
940:100,301,127,318,181,286,1,313,9,480
271:194,435,100,684,300,96,483,736,778,86
517:255,274,294,288,1,301,268,1014,258,1028
842:302,324,350,305,286,340,292,887,242,271
130:295,250,1016,82,117,840,576,924,331,327
920:327,332,895,326,307,271,288,272,340,328
897:969,797,655,195,685,550,183,280,95,427
37:144,177,147,1016,188,50,273,176,385,118
82:427,127,153,204,79,511,132,648,210,502
569:275,300,127,255,283,304,294,285,121,117
384:304,326,315,538,294,300,303,331,892,886
448:902,321,272,346,898,906,316,887,313,320
324:304,313,100,237,328,117,333,15,147,332
413:242,121,127,304,248,333,326,302,1,272
731:318,483,132,427,133,499,86,1020,496,196
356:302,301,310,682,347,262,346,327,326,332
887:411,419,1012,373,423,105,174,826,15,98
74:286,300,333,127,302,292,628,268,304,282
725:269,304,315,1,272,321,289,50,255,268
917:15,111,125,278,283,275,276,286,1,676
749:357,568,177,1,205,222,188,117,294,64
671:403,184,226,578,147,739,385,550,24,202
833:640,238,434,436,98,507,484,1245,657,288
403:121,15,117,300,471,294,125,50,257,274
195:690,515,955,302,50,248,98,346,313,748
17:283,100,273,275,50,9,286,288,124,237
393:720,66,568,300,50,210,258,724,692,318
538:318,50,64,651,357,96,210,194,70,258
906:275,300,127,1251,237,19,222,15,111,9
149:272,315,301,242,347,304,262,344,258,289
383:23,318,302,507,185,191,509,511,582,482
165:50,313,286,1,98,307,294,121,423,28
596:258,327,181,326,255,272,307,302,1,301
628:264,887,307,751,748,313,879,344,289,286
603:258,343,195,96,228,300,176,144,307,690
584:50,258,181,210,257,173,174,95,168,751
604:201,53,559,32,288,665,200,56,234,12
666:197,474,134,187,657,194,124,479,195,221
531:270,326,538,322,292,310,879,307,311,301
230:318,133,483,174,191,523,86,8,215,193
472:451,452,121,210,679,95,144,588,391,568
525:273,222,100,117,274,129,258,284,7,293
171:286,272,305,346,301,898,316,307,347,311
678:258,286,272,333,328,313,100,181,471,294
79:286,93,276,242,508,1007,302,1008,221,116
404:270,316,751,315,301,354,689,326,155,278
8:79,96,194,173,265,12,70,203,751,226
771:896,275,257,143,736,318,173,740,289,165
330:143,294,1035,216,88,71,125,69,393,50
549:300,121,294,1,222,276,257,181,117,147
39:326,327,305,301,332,538,286,272,323,304
703:121,273,1,258,248,15,276,117,748,298
901:225,826,748,125,692,118,554,233,202,252
70:173,432,174,318,265,168,133,22,258,153
290:204,748,96,89,121,228,294,969,82,173
51:174,168,172,204,95,588,194,195,181,483
100:879,886,690,313,304,271,887,326,289,312
237:608,511,165,529,483,180,480,134,357,481
916:741,179,100,425,61,45,168,209,171,42
301:969,423,7,655,89,153,419,393,151,200
885:393,50,451,15,588,181,168,692,496,121
257:286,10,19,93,283,116,813,268,1009,13
714:121,257,147,288,678,222,1,237,273,546
339:318,192,174,185,135,443,172,48,50,215
143:258,340,895,300,315,302,286,751,334,879
540:300,129,1,117,288,147,121,268,248,544
227:221,813,922,508,108,286,1,950,9,460
454:347,132,194,172,234,173,69,161,304,750
778:23,188,17,98,92,187,746,4,357,1098
283:1,174,102,290,154,24,172,181,189,411
315:234,346,514,238,124,9,558,174,32,179
462:301,316,333,258,347,340,294,307,304,127
934:234,28,208,197,494,578,497,684,279,770
24:1,64,313,288,241,50,258,283,284,15
113:288,340,324,245,844,305,100,1,240,696
228:318,215,220,660,739,313,216,568,357,1119
374:939,649,595,9,22,187,100,106,98,356
875:357,318,23,346,313,483,197,192,200,168
491:302,221,269,242,127,311,9,276,59,515
506:98,82,96,483,202,526,431,228,480,219
58:847,248,302,129,93,293,83,971,273,475
366:670,567,434,581,800,679,5,646,183,589
636:288,323,748,1,678,245,258,118,307,326
211:64,50,357,318,174,258,28,172,237,132
829:285,221,165,283,9,14,19,242,114,93
859:1012,246,268,93,1010,283,1048,369,273,276
308:209,517,478,234,507,153,151,12,603,93
18:70,694,648,382,100,191,194,435,48,178
653:616,322,23,183,195,185,520,98,205,330
798:477,255,181,257,66,300,1060,294,1152,393
65:22,132,651,193,216,317,157,744,69,204
861:275,283,306,57,83,14,285,694,707,703
554:237,64,121,1,222,215,210,143,125,274
929:23,357,180,197,174,480,187,603,183,179
369:302,258,313,50,690,315,652,408,286,270
788:292,197,234,22,528,199,1194,515,215,174
482:300,258,301,181,272,326,307,286,269,315
453:268,64,150,56,50,100,313,182,79,173
288:127,480,23,310,302,313,9,61,528,187
205:302,303,292,272,304,313,258,315,286,347
97:135,624,455,64,474,152,210,234,114,180
494:9,1,125,275,471,25,50,318,151,276
811:751,748,879,538,326,358,309,301,270,300
791:286,313,258,304,315,259,272,326,292,879
434:411,15,1028,928,595,126,409,819,117,323
692:125,756,871,117,15,121,864,274,676,222
785:210,173,181,172,357,258,588,98,114,153
566:209,1039,9,174,79,52,663,318,180,197
700:64,172,28,132,22,98,168,100,9,196
187:318,170,196,154,97,194,651,190,100,153
45:125,405,285,926,455,864,25,237,129,117
733:285,13,508,936,1251,1017,9,129,150,93
134:300,50,304,255,257,181,315,288,121,118
418:302,538,340,331,347,301,321,879,271,272
503:286,582,515,28,289,234,9,86,301,194
808:307,305,288,326,327,258,286,334,292,315
245:294,678,118,1,748,121,993,15,326,323
62:64,248,237,276,137,157,154,228,150,1142
426:493,507,612,604,611,613,499,523,602,495
850:427,194,216,568,526,1,265,88,133,496
122:792,704,52,98,494,216,47,58,12,794
259:258,50,11,195,56,98,288,1240,318,201
824:324,286,258,1,340,301,302,313,874,50
269:192,357,180,517,655,171,480,427,654,467
740:268,538,301,313,332,258,286,272,271,328
275:195,174,434,96,526,183,204,172,483,89
621:403,258,1,210,257,358,145,1240,325,294
202:50,89,174,210,181,194,173,183,144,176
721:241,79,553,173,258,568,300,210,735,294
571:515,100,127,165,520,194,89,19,435,190
344:515,483,275,1012,498,168,603,318,9,514
640:172,259,403,50,241,302,265,24,721,215
1:4,12,712,175,168,403,53,197,56,70
756:748,679,173,737,741,778,421,1074,257,716
912:216,204,514,478,435,153,191,174,8,202
388:332,272,118,271,1090,928,685,595,282,748
510:300,307,270,258,264,286,328,310,332,322
191:302,311,272,347,292,269,310,305,898,344
328:378,963,194,197,64,28,216,356,1194,673
923:1,117,240,508,118,147,410,1016,471,258
847:559,969,451,928,432,91,588,121,89,143
589:748,315,258,326,879,751,348,322,316,278
735:100,275,242,300,272,269,302,283,313,248
352:210,185,173,89,168,203,11,7,357,23
509:313,272,181,300,333,286,347,318,480,270
387:249,246,154,1073,1065,176,195,64,475,12
262:921,91,736,216,313,645,283,214,143,50
837:283,286,1,304,15,300,50,237,934,278
933:188,96,172,210,651,144,98,50,168,157
580:258,1,546,118,748,147,240,117,405,1047
884:286,86,197,582,93,59,57,707,60,514
32:258,1,100,248,475,302,121,123,333,150
397:195,603,180,511,429,653,50,482,523,1143
892:204,195,210,82,385,427,199,185,234,176
428:304,344,271,347,305,321,328,326,361,258
161:100,50,258,318,127,302,313,9,315,357
196:283,780,1,703,408,114,168,275,86,694
519:324,302,271,752,331,905,307,347,344,262
323:318,410,1,357,276,483,237,125,56,195
497:403,214,154,455,258,201,1074,72,7,1014
416:147,1039,95,79,418,216,508,566,554,295
732:538,326,323,905,322,328,879,294,270,748
905:288,272,346,127,9,269,475,286,258,276
662:823,744,459,297,303,242,251,30,532,1194
476:85,173,403,367,451,89,144,290,301,195
521:210,172,24,98,50,64,174,42,154,228
674:118,15,300,323,815,125,934,147,748,258
911:710,652,588,483,196,132,485,318,514,210
88:292,303,305,754,344,315,306,339,934,887
390:242,294,270,269,255,477,303,292,301,313
176:288,302,301,258,508,1,286,475,269,276
168:274,237,926,1028,118,222,111,471,756,148
593:568,15,402,121,427,79,9,151,1,471
613:9,276,100,124,237,285,515,523,199,318
223:315,125,258,304,815,748,756,328,259,50
776:183,673,443,185,56,47,96,176,202,12
536:196,168,705,173,199,228,419,89,520,630
104:748,690,300,258,248,121,301,311,1007,19
233:28,98,657,64,70,416,480,132,661,499
471:768,71,432,418,501,1,50,419,29,588
297:286,313,340,1,318,235,127,168,357,408
766:174,197,98,435,443,179,657,480,200,89
305:652,512,268,10,647,483,197,83,603,194
686:100,302,188,195,654,96,657,92,185,22
697:258,508,288,117,240,250,282,273,249,111
710:98,176,168,480,272,209,96,173,195,234
7:135,212,449,187,89,210,23,445,176,65
335:302,321,327,326,307,895,313,310,333,301
362:328,327,322,310,751,272,271,895,315,332
774:174,203,185,443,79,89,5,434,218,56
928:50,1,289,473,515,1014,408,963,100,258
287:273,258,508,288,763,24,50,7,302,475
20:294,1,50,222,405,300,121,95,204,477
27:508,276,1,129,222,148,410,7,248,325
77:203,180,174,156,185,654,408,47,135,483
719:435,97,632,660,633,699,132,286,416,197
865:324,50,718,1097,256,257,1,19,343,250
224:739,22,216,237,79,88,241,278,939,966
146:268,301,345,321,340,751,271,307,299,906
54:288,508,181,333,150,294,257,273,323,300
871:879,315,316,269,538,311,347,294,222,684
818:347,326,300,344,272,307,751,304,690,879
312:489,514,174,8,86,434,582,168,194,525
248:258,195,1,250,174,288,455,7,56,98
467:129,250,273,50,248,508,249,181,124,7
761:1,300,274,125,294,276,100,111,322,118
69:100,273,127,302,410,1008,276,346,1012,473
638:195,118,194,228,176,177,202,227,127,7
154:23,474,180,357,654,192,195,32,603,127
252:93,283,100,246,285,242,319,13,508,248
878:318,70,28,191,213,283,83,133,132,463
447:273,222,125,410,237,210,1,1012,117,176
550:294,258,1,1016,255,304,748,259,332,117
365:93,286,508,475,100,268,111,283,272,333
457:69,89,121,238,127,86,864,211,82,72
775:302,313,346,690,315,310,292,326,347,303
209:283,275,1014,10,93,19,823,323,124,248
126:321,347,345,895,272,301,305,339,538,898
349:100,833,762,412,273,744,813,293,1284,124
66:273,121,282,125,15,117,591,118,257,284
862:174,144,89,245,194,399,1,180,11,56
114:168,50,268,180,480,408,657,23,114,209
430:286,334,1,276,289,127,269,181,408,615
696:345,272,316,292,690,480,313,898,339,300
781:174,175,234,28,168,12,98,186,357,144
371:96,215,28,318,172,195,568,132,194,173
279:430,792,554,114,85,403,473,840,21,181
625:168,89,210,98,258,166,154,173,357,196
92:98,12,86,7,44,70,135,150,381,293
498:100,127,129,529,654,640,511,134,135,137
138:127,9,435,480,478,23,70,174,197,286
241:302,292,690,311,315,270,301,322,326,272
214:357,514,168,529,9,197,919,508,192,13
41:408,168,114,89,174,210,483,172,169,8
632:28,196,50,660,234,210,588,193,79,662
561:641,654,30,135,675,209,434,499,511,192
769:148,121,15,286,756,117,405,25,237,225
440:268,246,750,306,1115,713,459,752,258,286
182:237,274,121,117,50,9,125,204,405,100
559:23,61,357,474,480,186,211,431,194,520
487:95,367,318,172,50,73,143,174,79,451
802:343,307,288,637,50,334,271,895,413,205
853:751,358,315,258,301,881,748,321,328,538
423:322,272,300,330,307,310,328,315,286,905
647:739,204,210,181,692,118,66,50,96,385
796:294,164,82,490,50,210,692,740,88,447
575:50,174,195,210,98,172,56,12,181,483
12:9,22,237,660,64,125,194,628,483,98
340:465,136,432,132,496,174,633,419,568,28
644:118,245,222,147,879,181,281,257,310,930
691:172,357,174,133,423,483,318,258,22,205
488:174,132,204,483,196,480,195,172,96,427
937:242,100,248,276,269,286,13,302,251,19
514:168,91,588,403,724,694,86,26,90,174
270:277,1074,286,244,382,713,116,67,270,107
814:559,56,288,183,670,5,201,185,218,174
927:768,578,143,419,926,472,720,181,50,423
843:434,413,181,50,183,751,748,307,358,1240
131:275,303,9,221,304,283,237,950,508,137
246:184,195,174,96,323,210,56,176,92,550
99:268,117,246,258,288,42,127,150,1012,1028
896:194,399,188,55,431,11,467,300,511,181
36:321,322,344,305,326,315,309,873,345,272
568:515,514,197,134,302,511,482,480,603,86
869:1,288,323,100,50,255,181,117,475,294
266:302,242,269,283,508,258,276,50,318,301
449:221,13,268,93,652,1008,741,707,253,514
743:269,50,270,751,748,258,124,181,257,248
412:168,98,12,64,50,100,209,79,42,302
736:10,690,1025,875,748,250,268,1199,222,30
770:1,286,246,123,181,248,408,276,121,50
888:1041,275,387,1048,276,70,126,283,9,371
357:323,15,257,300,121,282,678,993,471,181
83:118,294,174,237,472,102,210,1033,69,38
724:322,300,313,272,538,315,327,682,302,307
347:1016,174,1028,232,64,975,22,595,409,11
670:478,429,523,604,615,498,127,357,490,435
930:100,283,1,813,9,13,129,285,286,124
832:258,300,272,328,315,292,288,302,286,333
745:50,174,180,127,511,647,183,195,520,187
192:288,286,275,269,19,276,1,1014,268,321
327:652,238,168,425,56,483,408,603,173,658
844:173,196,403,154,60,28,79,652,747,313
31:656,127,603,273,23,464,1170,429,661,517
394:174,451,50,578,90,562,588,1,367,184
909:165,306,303,898,301,319,269,285,297,242
539:302,318,736,900,286,509,347,315,283,482
382:23,514,521,163,209,127,192,608,238,179
597:323,257,258,926,678,993,121,740,1,370
64:173,174,56,210,12,144,357,55,97,200
587:327,302,340,682,347,307,344,326,315,678
881:435,163,1,210,519,228,515,98,357,203
607:514,285,517,165,13,435,9,124,59,529
475:302,301,311,321,286,304,221,313,900,268
172:1,521,100,632,127,322,23,9,286,639
677:1,325,928,258,181,50,222,235,250,121
75:455,284,129,286,127,7,15,237,283,340
405:401,215,182,367,200,226,501,216,33,96
78:1014,1012,1,369,1047,100,833,815,321,535
164:326,118,147,330,121,322,310,272,257,237
331:900,750,346,347,48,313,60,269,318,315
617:23,558,670,657,654,673,488,604,608,288
422:288,56,508,7,235,325,236,302,121,123
3:302,316,315,750,313,304,272,258,310,288
702:500,271,50,802,228,294,300,173,139,879
38:378,102,451,367,588,432,63,728,29,401
532:28,315,328,196,746,628,895,480,194,566
900:127,100,50,1,286,9,181,357,288,515
667:302,197,100,286,313,14,191,48,736,132
293:318,511,357,9,204,28,96,195,187,135
765:285,165,847,221,100,13,813,124,514,9
682:721,232,544,53,156,258,742,64,1016,56
103:283,50,275,1,313,258,300,286,181,288
668:258,751,313,270,408,173,181,301,294,257
50:93,340,246,1017,262,1097,1073,919,100,129
236:79,71,174,44,132,50,237,1,86,197
594:286,127,9,1,515,275,50,237,276,285
73:23,179,98,238,198,9,185,603,654,647
602:879,258,756,301,289,286,989,50,322,300
158:1,114,181,222,79,153,257,477,189,169
256:159,25,70,1048,121,218,177,823,284,1011
715:763,125,172,22,228,258,24,210,184,56
336:173,24,1,721,739,117,403,11,100,151
543:100,210,70,50,657,194,520,175,13,654
220:302,313,258,272,269,304,50,315,333,1
142:746,652,168,209,50,246,195,319,89,174
709:64,188,273,226,550,410,234,470,31,215
280:465,356,98,268,357,378,294,722,418,67
779:740,274,993,121,742,748,118,120,257,151
316:713,165,318,28,736,462,69,242,86,660
265:117,282,15,121,222,333,595,508,405,274
463:268,276,242,248,221,995,111,129,13,300
219:357,23,286,127,100,508,1098,302,305,480
300:323,873,895,827,975,538,1059,369,329,1025
57:1,125,118,121,294,1033,117,274,756,127
375:649,226,174,177,98,550,79,185,219,205
874:221,100,23,9,321,269,509,340,262,508
759:1152,326,713,286,15,313,294,257,111,477
361:83,511,209,174,100,13,9,224,89,211
914:794,378,704,70,88,614,728,1168,622,836
210:318,451,588,423,173,12,403,143,172,8
858:303,302,305,297,340,272,508,100,304,887
943:550,568,684,17,241,53,56,77,96,234
251:50,181,96,195,174,258,471,176,144,127
151:498,517,511,191,199,285,165,211,194,197
799:302,315,340,318,357,313,347,750,272,268
866:302,301,269,311,272,316,313,303,286,242
110:226,215,720,241,98,559,155,318,739,403
145:300,55,258,1019,248,333,302,331,272,183
618:318,204,496,568,357,684,96,143,172,660
368:558,270,288,325,324,307,327,286,895,53
483:222,477,121,300,713,740,257,118,471,15
452:511,204,318,132,209,210,705,28,190,95
493:50,64,174,172,121,195,68,228,298,144
468:48,65,463,276,168,1,197,509,238,70
96:180,357,188,203,179,657,520,135,175,654
548:106,79,591,299,872,684,127,665,879,96
437:191,531,660,451,168,28,507,433,425,69
695:874,690,271,1014,347,313,299,301,270,1296
565:83,639,425,10,813,836,499,557,608,253
649:121,222,117,258,125,300,118,237,148,405
16:234,82,435,127,210,204,215,173,50,182
784:326,305,270,347,300,310,316,748,289,288
444:286,304,690,301,302,879,242,340,268,258
186:328,779,118,295,1136,1210,471,69,1,237
555:300,121,222,127,272,258,333,15,298,291
135:79,5,200,64,218,673,693,53,31,96
242:286,874,937,278,220,326,304,690,340,244
502:271,682,678,258,332,300,748,751,326,270
806:172,48,64,210,135,173,154,209,28,4
46:272,288,345,285,302,307,258,270,319,323
121:286,306,64,127,334,276,289,303,237,325
427:259,292,326,678,315,264,322,689,879,327
63:93,285,116,248,319,19,275,475,269,129
258:326,270,538,272,301,258,304,328,332,322
810:302,315,347,321,751,316,259,538,682,258
